title,rating,body,review_text,cleaned_text
Phone worth every penny!!!,4,"Since, my colleague is using this phone for the past 20 days, he is extremely satisfied with the product (be its battery life, camera quality or display). The thing which he miss is the Samsung Earphone/headphones which should have been provided with it (thus cutting one star for this). Else everything is okay.","Phone worth every penny!!! Since, my colleague is using this phone for the past 20 days, he is extremely satisfied with the product (be its battery life, camera quality or display). The thing which he miss is the Samsung Earphone/headphones which should have been provided with it (thus cutting one star for this). Else everything is okay.","Counter({'is': 4, 'the': 4, 'phone': 2, 'this': 2, 'for': 2, 'he': 2, 'with': 2, 'which': 2, 'worth': 1, 'every': 1, 'penny': 1, 'since': 1, 'my': 1, 'colleague': 1, 'using': 1, 'past': 1, '20': 1, 'days': 1, 'extremely': 1, 'satisfied': 1, 'product': 1, 'be': 1, 'its': 1, 'battery': 1, 'life': 1, 'camera': 1, 'quality': 1, 'or': 1, 'display': 1, 'thing': 1, 'miss': 1, 'samsung': 1, 'earphone': 1, 'headphones': 1, 'should': 1, 'have': 1, 'been': 1, 'provided': 1, 'it': 1, 'thus': 1, 'cutting': 1, 'one': 1, 'star': 1, 'else': 1, 'everything': 1, 'okay': 1})"
Good phone for user with less speed requirements.,3,A phone working good with all app except high end gaming app or some high processor occupied apps. Phone get switched off automatically on high processor usage when multi app functioning. Good at 8.5k price.Camera quality very good without zoom. Very bad with full zoom. Same with selfi cam.Networking : zero problems till now.Rest is good till now in last 1 month from i bought.,Good phone for user with less speed requirements. A phone working good with all app except high end gaming app or some high processor occupied apps. Phone get switched off automatically on high processor usage when multi app functioning. Good at 8.5k price.Camera quality very good without zoom. Very bad with full zoom. Same with selfi cam.Networking : zero problems till now.Rest is good till now in last 1 month from i bought.,"Counter({'good': 5, 'with': 4, 'phone': 3, 'app': 3, 'high': 3, 'processor': 2, 'very': 2, 'zoom': 2, 'till': 2, 'now': 2, 'for': 1, 'user': 1, 'less': 1, 'speed': 1, 'requirements': 1, 'a': 1, 'working': 1, 'all': 1, 'except': 1, 'end': 1, 'gaming': 1, 'or': 1, 'some': 1, 'occupied': 1, 'apps': 1, 'get': 1, 'switched': 1, 'off': 1, 'automatically': 1, 'on': 1, 'usage': 1, 'when': 1, 'multi': 1, 'functioning': 1, 'at': 1, '8': 1, '5k': 1, 'price': 1, 'camera': 1, 'quality': 1, 'without': 1, 'bad': 1, 'full': 1, 'same': 1, 'selfi': 1, 'cam': 1, 'networking': 1, 'zero': 1, 'problems': 1, 'rest': 1, 'is': 1, 'in': 1, 'last': 1, '1': 1, 'month': 1, 'from': 1, 'i': 1, 'bought': 1})"
Mobile for parents,4,Good bettry life so mobile is bit heavy.Not a best camara but fine in this range and its not 48MP totally fake.Overall good for parents who needs bettry life and not photoholic.,Mobile for parents Good bettry life so mobile is bit heavy.Not a best camara but fine in this range and its not 48MP totally fake.Overall good for parents who needs bettry life and not photoholic.,"Counter({'not': 3, 'mobile': 2, 'for': 2, 'parents': 2, 'good': 2, 'bettry': 2, 'life': 2, 'and': 2, 'so': 1, 'is': 1, 'bit': 1, 'heavy': 1, 'a': 1, 'best': 1, 'camara': 1, 'but': 1, 'fine': 1, 'in': 1, 'this': 1, 'range': 1, 'its': 1, '48mp': 1, 'totally': 1, 'fake': 1, 'overall': 1, 'who': 1, 'needs': 1, 'photoholic': 1})"
"Google pay ,phone pay are not compatible  with this phone",2,"Fingerprint reader not worked properlyIf you unlock  you device 10 times its perfectly  work only 6 times*PHONE PAY* GOOGLE  PAY * NOT WORKING IN THIS DEVICE ,WHEN YOU ENTER  PASSWORD  ITS OVERLAPPED, YOU ARE NOT ABLE TO SEE WHAT ARE YOU ENTEREDI PURCHASE M12 IN APPROX 25 SEPTEMBER  AND WITH IN 2 WEEKS PRICE DOWN BY 2000RS ,ITS SHOWS THAT PRODUCT IS TOTALLY  FLOPED NOW SAMSUNG  JUST CLEARED THE STOCK.","Google pay ,phone pay are not compatible  with this phone Fingerprint reader not worked properlyIf you unlock  you device 10 times its perfectly  work only 6 times*PHONE PAY* GOOGLE  PAY * NOT WORKING IN THIS DEVICE ,WHEN YOU ENTER  PASSWORD  ITS OVERLAPPED, YOU ARE NOT ABLE TO SEE WHAT ARE YOU ENTEREDI PURCHASE M12 IN APPROX 25 SEPTEMBER  AND WITH IN 2 WEEKS PRICE DOWN BY 2000RS ,ITS SHOWS THAT PRODUCT IS TOTALLY  FLOPED NOW SAMSUNG  JUST CLEARED THE STOCK.","Counter({'you': 5, 'pay': 4, 'not': 4, 'phone': 3, 'are': 3, 'its': 3, 'in': 3, 'google': 2, 'with': 2, 'this': 2, 'device': 2, 'times': 2, 'compatible': 1, 'fingerprint': 1, 'reader': 1, 'worked': 1, 'properlyif': 1, 'unlock': 1, '10': 1, 'perfectly': 1, 'work': 1, 'only': 1, '6': 1, 'working': 1, 'when': 1, 'enter': 1, 'password': 1, 'overlapped': 1, 'able': 1, 'to': 1, 'see': 1, 'what': 1, 'enteredi': 1, 'purchase': 1, 'm12': 1, 'approx': 1, '25': 1, 'september': 1, 'and': 1, '2': 1, 'weeks': 1, 'price': 1, 'down': 1, 'by': 1, '2000rs': 1, 'shows': 1, 'that': 1, 'product': 1, 'is': 1, 'totally': 1, 'floped': 1, 'now': 1, 'samsung': 1, 'just': 1, 'cleared': 1, 'the': 1, 'stock': 1})"
Budgeted phone,4,Camera quality good but photo click krne me time bahut lagta.... what's app pr 1 sath 2 camera photo send nhi hoti....10 photos send krni hai(camera wali) to 1 -1 krke hi send krni hogi...battery life super se uper....jb ko mere mobile me na to memory card na hi koi Jada phone data...Phil bhi camera slow.song full volume pr 1dm se high ho Jata hai jb ki 1 point km Kate hi sunai hi nhi deta,Budgeted phone Camera quality good but photo click krne me time bahut lagta.... what's app pr 1 sath 2 camera photo send nhi hoti....10 photos send krni hai(camera wali) to 1 -1 krke hi send krni hogi...battery life super se uper....jb ko mere mobile me na to memory card na hi koi Jada phone data...Phil bhi camera slow.song full volume pr 1dm se high ho Jata hai jb ki 1 point km Kate hi sunai hi nhi deta,"Counter({'camera': 4, '1': 4, 'hi': 4, 'send': 3, 'phone': 2, 'photo': 2, 'me': 2, 'pr': 2, 'nhi': 2, 'krni': 2, 'hai': 2, 'to': 2, 'se': 2, 'jb': 2, 'na': 2, 'budgeted': 1, 'quality': 1, 'good': 1, 'but': 1, 'click': 1, 'krne': 1, 'time': 1, 'bahut': 1, 'lagta': 1, 'what': 1, 's': 1, 'app': 1, 'sath': 1, '2': 1, 'hoti': 1, '10': 1, 'photos': 1, 'wali': 1, 'krke': 1, 'hogi': 1, 'battery': 1, 'life': 1, 'super': 1, 'uper': 1, 'ko': 1, 'mere': 1, 'mobile': 1, 'memory': 1, 'card': 1, 'koi': 1, 'jada': 1, 'data': 1, 'phil': 1, 'bhi': 1, 'slow': 1, 'song': 1, 'full': 1, 'volume': 1, '1dm': 1, 'high': 1, 'ho': 1, 'jata': 1, 'ki': 1, 'point': 1, 'km': 1, 'kate': 1, 'sunai': 1, 'deta': 1})"
"Good Storage and Camera, Disspoint WLAN No 5 GHZ and frequent Network drop",3,"I had purchased M31 and wanted to get a second phone, so got this.Latest OS , Good RAM and internal storage,disappointing  its released in Feb-2021, but didn't provide a 5 ghz WLAN connectivity (my mistake based on M31 thought this will also be available based on release date), also the Network signal gets lost very often.Though it can be expanded to 1TB, would recommend spend an additional INR 4-5K and get M31.Couldn't return.","Good Storage and Camera, Disspoint WLAN No 5 GHZ and frequent Network drop I had purchased M31 and wanted to get a second phone, so got this.Latest OS , Good RAM and internal storage,disappointing  its released in Feb-2021, but didn't provide a 5 ghz WLAN connectivity (my mistake based on M31 thought this will also be available based on release date), also the Network signal gets lost very often.Though it can be expanded to 1TB, would recommend spend an additional INR 4-5K and get M31.Couldn't return.","Counter({'and': 5, 'm31': 3, 'good': 2, 'storage': 2, 'wlan': 2, '5': 2, 'ghz': 2, 'network': 2, 'to': 2, 'get': 2, 'a': 2, 'this': 2, 't': 2, 'based': 2, 'on': 2, 'also': 2, 'be': 2, 'camera': 1, 'disspoint': 1, 'no': 1, 'frequent': 1, 'drop': 1, 'i': 1, 'had': 1, 'purchased': 1, 'wanted': 1, 'second': 1, 'phone': 1, 'so': 1, 'got': 1, 'latest': 1, 'os': 1, 'ram': 1, 'internal': 1, 'disappointing': 1, 'its': 1, 'released': 1, 'in': 1, 'feb': 1, '2021': 1, 'but': 1, 'didn': 1, 'provide': 1, 'connectivity': 1, 'my': 1, 'mistake': 1, 'thought': 1, 'will': 1, 'available': 1, 'release': 1, 'date': 1, 'the': 1, 'signal': 1, 'gets': 1, 'lost': 1, 'very': 1, 'often': 1, 'though': 1, 'it': 1, 'can': 1, 'expanded': 1, '1tb': 1, 'would': 1, 'recommend': 1, 'spend': 1, 'an': 1, 'additional': 1, 'inr': 1, '4': 1, '5k': 1, 'couldn': 1, 'return': 1})"
Worst phone . Amazon please return this phone .,1,Very poor quality phone. Camera and display quality is very poor. Poor than even 2 mega pixels camera.Display quality is worsed . Totally use less product.Doesn't meet any quality as advertised by samsung. .I don't want to give even 1 star to this phone.This is worst product of samsung.I want to return this phone.Amazon please return this phone,Worst phone . Amazon please return this phone . Very poor quality phone. Camera and display quality is very poor. Poor than even 2 mega pixels camera.Display quality is worsed . Totally use less product.Doesn't meet any quality as advertised by samsung. .I don't want to give even 1 star to this phone.This is worst product of samsung.I want to return this phone.Amazon please return this phone,"Counter({'phone': 6, 'this': 5, 'quality': 4, 'return': 3, 'poor': 3, 'is': 3, 'to': 3, 'worst': 2, 'amazon': 2, 'please': 2, 'very': 2, 'camera': 2, 'display': 2, 'even': 2, 'product': 2, 't': 2, 'samsung': 2, 'i': 2, 'want': 2, 'and': 1, 'than': 1, '2': 1, 'mega': 1, 'pixels': 1, 'worsed': 1, 'totally': 1, 'use': 1, 'less': 1, 'doesn': 1, 'meet': 1, 'any': 1, 'as': 1, 'advertised': 1, 'by': 1, 'don': 1, 'give': 1, '1': 1, 'star': 1, 'of': 1})"
Well done Samsung,4,"Complete package, truly it's a Monster Reloaded. Everything from Camera to Speed to Interface is perfect. Only negative thing is that it's bit thick & heavy. It's a Made in India Product.","Well done Samsung Complete package, truly it's a Monster Reloaded. Everything from Camera to Speed to Interface is perfect. Only negative thing is that it's bit thick & heavy. It's a Made in India Product.","Counter({'it': 3, 's': 3, 'a': 2, 'to': 2, 'is': 2, 'well': 1, 'done': 1, 'samsung': 1, 'complete': 1, 'package': 1, 'truly': 1, 'monster': 1, 'reloaded': 1, 'everything': 1, 'from': 1, 'camera': 1, 'speed': 1, 'interface': 1, 'perfect': 1, 'only': 1, 'negative': 1, 'thing': 1, 'that': 1, 'bit': 1, 'thick': 1, 'heavy': 1, 'made': 1, 'in': 1, 'india': 1, 'product': 1})"
Good Phone.,5,"Light weight, lovely colour.UI is good.Camera settings had to be changed as the default picture quality was set to 5MP. After a software update, I could change it to the right MP.","Good Phone. Light weight, lovely colour.UI is good.Camera settings had to be changed as the default picture quality was set to 5MP. After a software update, I could change it to the right MP.","Counter({'to': 3, 'good': 2, 'the': 2, 'phone': 1, 'light': 1, 'weight': 1, 'lovely': 1, 'colour': 1, 'ui': 1, 'is': 1, 'camera': 1, 'settings': 1, 'had': 1, 'be': 1, 'changed': 1, 'as': 1, 'default': 1, 'picture': 1, 'quality': 1, 'was': 1, 'set': 1, '5mp': 1, 'after': 1, 'a': 1, 'software': 1, 'update': 1, 'i': 1, 'could': 1, 'change': 1, 'it': 1, 'right': 1, 'mp': 1})"
screen replacement issue's solution,4,"6 months screen replacement for prime means, third party is providing replacement for prime members only within a certain prime day offer period.In case anyone want replacement, have to contact or raise a request through for replacement. Third party will do the needful accordingly.","screen replacement issue's solution 6 months screen replacement for prime means, third party is providing replacement for prime members only within a certain prime day offer period.In case anyone want replacement, have to contact or raise a request through for replacement. Third party will do the needful accordingly.","Counter({'replacement': 5, 'for': 3, 'prime': 3, 'screen': 2, 'third': 2, 'party': 2, 'a': 2, 'issue': 1, 's': 1, 'solution': 1, '6': 1, 'months': 1, 'means': 1, 'is': 1, 'providing': 1, 'members': 1, 'only': 1, 'within': 1, 'certain': 1, 'day': 1, 'offer': 1, 'period': 1, 'in': 1, 'case': 1, 'anyone': 1, 'want': 1, 'have': 1, 'to': 1, 'contact': 1, 'or': 1, 'raise': 1, 'request': 1, 'through': 1, 'will': 1, 'do': 1, 'the': 1, 'needful': 1, 'accordingly': 1})"
"Never ever buy samsung, within six months, its dead and now at service center",1,"Within six months its dead, never ever buy samsung mobile, sorry I never expected this from samsung, it's rebooted again and again, all please avoid samsung they didn't do R&D properly","Never ever buy samsung, within six months, its dead and now at service center Within six months its dead, never ever buy samsung mobile, sorry I never expected this from samsung, it's rebooted again and again, all please avoid samsung they didn't do R&D properly","Counter({'samsung': 4, 'never': 3, 'ever': 2, 'buy': 2, 'within': 2, 'six': 2, 'months': 2, 'its': 2, 'dead': 2, 'and': 2, 'again': 2, 'now': 1, 'at': 1, 'service': 1, 'center': 1, 'mobile': 1, 'sorry': 1, 'i': 1, 'expected': 1, 'this': 1, 'from': 1, 'it': 1, 's': 1, 'rebooted': 1, 'all': 1, 'please': 1, 'avoid': 1, 'they': 1, 'didn': 1, 't': 1, 'do': 1, 'r': 1, 'd': 1, 'properly': 1})"
Junk Phone,1,"Their is no negative rating option, so i have to give 1 rating to this junk phone.  DON'T BUY this device, after 5 day only its screen become blank tried all possible trouble shooting available online, but this junk phone didn't recover. Finally i have to go to service centre and from their also pathetic response i have to visit 3 different service centre to get this repair. Didn't except such a pathetic product from Samsung.","Junk Phone Their is no negative rating option, so i have to give 1 rating to this junk phone.  DON'T BUY this device, after 5 day only its screen become blank tried all possible trouble shooting available online, but this junk phone didn't recover. Finally i have to go to service centre and from their also pathetic response i have to visit 3 different service centre to get this repair. Didn't except such a pathetic product from Samsung.","Counter({'to': 6, 'this': 4, 'junk': 3, 'phone': 3, 'i': 3, 'have': 3, 't': 3, 'their': 2, 'rating': 2, 'didn': 2, 'service': 2, 'centre': 2, 'from': 2, 'pathetic': 2, 'is': 1, 'no': 1, 'negative': 1, 'option': 1, 'so': 1, 'give': 1, '1': 1, 'don': 1, 'buy': 1, 'device': 1, 'after': 1, '5': 1, 'day': 1, 'only': 1, 'its': 1, 'screen': 1, 'become': 1, 'blank': 1, 'tried': 1, 'all': 1, 'possible': 1, 'trouble': 1, 'shooting': 1, 'available': 1, 'online': 1, 'but': 1, 'recover': 1, 'finally': 1, 'go': 1, 'and': 1, 'also': 1, 'response': 1, 'visit': 1, '3': 1, 'different': 1, 'get': 1, 'repair': 1, 'except': 1, 'such': 1, 'a': 1, 'product': 1, 'samsung': 1})"
What is the performance of the phone,4,"Nice product! I like it so much, battery life is too good I do not drain more the 50% of battery after heavy usage. Camera quality is good, processor is so amazing for day to day usage, fingerprint works pretty well, charing speed is normal. Overall, nice product for day to day usage. And thanks flipkart for so delivery very! I ordered it on 18/03/2021 and get it one 20/03/2021! Thanks flipkart again for fast delivery and a value for money and budget phone in only 11,000 rupees","What is the performance of the phone Nice product! I like it so much, battery life is too good I do not drain more the 50% of battery after heavy usage. Camera quality is good, processor is so amazing for day to day usage, fingerprint works pretty well, charing speed is normal. Overall, nice product for day to day usage. And thanks flipkart for so delivery very! I ordered it on 18/03/2021 and get it one 20/03/2021! Thanks flipkart again for fast delivery and a value for money and budget phone in only 11,000 rupees","Counter({'is': 5, 'for': 5, 'day': 4, 'and': 4, 'the': 3, 'i': 3, 'it': 3, 'so': 3, 'usage': 3, 'of': 2, 'phone': 2, 'nice': 2, 'product': 2, 'battery': 2, 'good': 2, 'to': 2, 'thanks': 2, 'flipkart': 2, 'delivery': 2, '03': 2, '2021': 2, 'what': 1, 'performance': 1, 'like': 1, 'much': 1, 'life': 1, 'too': 1, 'do': 1, 'not': 1, 'drain': 1, 'more': 1, '50': 1, 'after': 1, 'heavy': 1, 'camera': 1, 'quality': 1, 'processor': 1, 'amazing': 1, 'fingerprint': 1, 'works': 1, 'pretty': 1, 'well': 1, 'charing': 1, 'speed': 1, 'normal': 1, 'overall': 1, 'very': 1, 'ordered': 1, 'on': 1, '18': 1, 'get': 1, 'one': 1, '20': 1, 'again': 1, 'fast': 1, 'a': 1, 'value': 1, 'money': 1, 'budget': 1, 'in': 1, 'only': 1, '11': 1, '000': 1, 'rupees': 1})"
Every bit worthy .... Awesome...,5,"The fingerprint sensor is very fast... 90hz display quality is good smooth touch and nice colour production. Battery backup is awesome can play games specially PUBG in HD  easily without lag ,but the portrait sensor is not so impressive, it's just somewhat good. 48mp and other lenses are also awesome ,they capture really impressive images....Overall the mobile is very good . If you have lower budget and about a trustworthy brand , then go for it.","Every bit worthy .... Awesome... The fingerprint sensor is very fast... 90hz display quality is good smooth touch and nice colour production. Battery backup is awesome can play games specially PUBG in HD  easily without lag ,but the portrait sensor is not so impressive, it's just somewhat good. 48mp and other lenses are also awesome ,they capture really impressive images....Overall the mobile is very good . If you have lower budget and about a trustworthy brand , then go for it.","Counter({'is': 5, 'awesome': 3, 'the': 3, 'good': 3, 'and': 3, 'sensor': 2, 'very': 2, 'impressive': 2, 'it': 2, 'every': 1, 'bit': 1, 'worthy': 1, 'fingerprint': 1, 'fast': 1, '90hz': 1, 'display': 1, 'quality': 1, 'smooth': 1, 'touch': 1, 'nice': 1, 'colour': 1, 'production': 1, 'battery': 1, 'backup': 1, 'can': 1, 'play': 1, 'games': 1, 'specially': 1, 'pubg': 1, 'in': 1, 'hd': 1, 'easily': 1, 'without': 1, 'lag': 1, 'but': 1, 'portrait': 1, 'not': 1, 'so': 1, 's': 1, 'just': 1, 'somewhat': 1, '48mp': 1, 'other': 1, 'lenses': 1, 'are': 1, 'also': 1, 'they': 1, 'capture': 1, 'really': 1, 'images': 1, 'overall': 1, 'mobile': 1, 'if': 1, 'you': 1, 'have': 1, 'lower': 1, 'budget': 1, 'about': 1, 'a': 1, 'trustworthy': 1, 'brand': 1, 'then': 1, 'go': 1, 'for': 1})"
